42	Solyc00g009090.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0005515; GO:0005524
43	Solyc00g009100.3.1	GO:0003676
44	Solyc00g009110.3.1	GO:0046856
45	Solyc00g009141.1.1	GO:0005787; GO:0006465; GO:0008233; GO:0016021
46	Solyc00g009540.1.1	GO:0000723; GO:0003678; GO:0006281; GO:0004386; GO:0005524
47	Solyc00g010750.2.1	GO:0003924; GO:0005525
48	Solyc00g010755.1.1	GO:0005524
49	Solyc00g010760.1.1	GO:0000723; GO:0003678; GO:0006281; GO:0004386; GO:0005524
50	Solyc00g011870.1.1	GO:0003824; GO:0004722; GO:0006470; GO:0043169
51	Solyc00g011890.3.1	GO:0005524; GO:0005524; GO:0005737; GO:0008152; GO:0016301; GO:0016773
52	Solyc00g012540.1.1	GO:0046872
53	Solyc00g012640.1.1	GO:0006306
54	Solyc00g012660.1.1	GO:0005515
55	Solyc00g012690.1.1	GO:0006355
56	Solyc00g012700.2.1	GO:0006355
57	Solyc00g013140.2.1	GO:0008137; GO:0042773; GO:0055114
58	Solyc00g013180.1.1	GO:0008137; GO:0042773; GO:0055114
59	Solyc00g014800.1.1	GO:0046872
60	Solyc00g014830.3.1	GO:0016651; GO:0048038; GO:0051287; GO:0055114
61	Solyc00g014960.1.1	GO:0005515
62	Solyc00g014970.1.1	GO:0000723; GO:0003678; GO:0006281; GO:0004386; GO:0005524
63	Solyc00g014980.1.1	GO:0005515
64	Solyc00g015000.1.1	GO:0006306
65	Solyc00g015730.2.1	GO:0003676; GO:0046872
66	Solyc00g015733.1.1	GO:0016491; GO:0055114
67	Solyc00g016490.1.1	GO:0005515
68	Solyc00g017220.2.1	GO:0005634; GO:0006351; GO:0010338
69	Solyc00g017230.1.1	GO:0005576; GO:0009664
70	Solyc00g017540.2.1	GO:0006614
71	Solyc00g017550.2.1	GO:0006614
72	Solyc00g017860.1.1	GO:0016491; GO:0055114
73	Solyc00g017870.1.1	GO:0006810
74	Solyc00g017880.1.1	GO:0005524; GO:0006298; GO:0030983
75	Solyc00g017900.1.1	GO:0003723; GO:0006396; GO:0008173
76	Solyc00g017910.1.1	GO:0003951; GO:0006741; GO:0008152; GO:0003951; GO:0008152; GO:0003951; GO:0008152; GO:0019674
77	Solyc00g017920.1.1	GO:0003824; GO:0004332; GO:0006096; GO:0005975; GO:0008270; GO:0016832
78	Solyc00g017930.1.1	GO:0003989; GO:0006633; GO:0009317
79	Solyc00g018770.1.1	GO:0005515
80	Solyc00g019620.2.1	GO:0005515
81	Solyc00g019730.2.1	GO:0004129; GO:0016020; GO:0022904; GO:0015002; GO:0016020; GO:0015002; GO:0016020; GO:0019646
82	Solyc00g019740.1.1	GO:0005739; GO:0016021; GO:0016820
83	Solyc00g019950.1.1	GO:0008137; GO:0055114; GO:0016651; GO:0055114
84	Solyc00g020040.1.1	GO:0015232; GO:0015886; GO:0016020; GO:0017004
85	Solyc00g020970.1.1	GO:0005515; GO:0008270
86	Solyc00g020990.2.1	GO:0005525
87	Solyc00g021500.2.1	GO:0005488
88	Solyc00g021510.2.1	GO:0006812; GO:0015299; GO:0016021; GO:0006812; GO:0015299; GO:0016021; GO:0055085
89	Solyc00g021520.1.1	GO:0005525
90	Solyc00g021530.2.1	GO:0016787
91	Solyc00g021630.1.1	GO:0008137; GO:0055114
92	Solyc00g021640.3.1	GO:0003723
93	Solyc00g022107.1.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
94	Solyc00g023020.2.1	GO:0005524; GO:0006189
95	Solyc00g023040.1.1	GO:0005506; GO:0006633; GO:0016491; GO:0055114
96	Solyc00g023260.1.1	GO:0005096
97	Solyc00g023270.2.1	GO:0000808; GO:0005634; GO:0006260
98	Solyc00g023470.1.1	GO:0005618; GO:0030599; GO:0042545
99	Solyc00g024020.1.1	GO:0003824
100	Solyc00g024030.1.1	GO:0005737; GO:0006518; GO:0008270; GO:0045148; GO:0006508; GO:0008237; GO:0008152; GO:0016787
101	Solyc00g024040.1.1	GO:0009030; GO:0009228
102	Solyc00g024050.1.1	GO:0016491; GO:0055114
103	Solyc00g024150.3.1	GO:0006729; GO:0008124
104	Solyc00g024160.2.1	GO:0005515; GO:0008270
105	Solyc00g024570.2.1	GO:0005515
106	Solyc00g024670.1.1	GO:0008375; GO:0016020
107	Solyc00g024680.2.1	GO:0003677; GO:0006355
108	Solyc00g025500.2.1	GO:0003700; GO:0006355
109	Solyc00g025510.1.1	GO:0051287; GO:0055114
110	Solyc00g025540.2.1	GO:0003700; GO:0006355
111	Solyc00g025650.2.1	GO:0003676; GO:0008270
112	Solyc00g026160.3.1	GO:0016020; GO:0016491; GO:0055114; GO:0016491; GO:0055114
113	Solyc00g026860.1.1	GO:0003723; GO:0004349; GO:0005737; GO:0006561; GO:0004349; GO:0006561; GO:0005737; GO:0006561; GO:0006561
114	Solyc00g026870.1.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
115	Solyc00g026875.1.1	GO:0003723; GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0005840
116	Solyc00g026903.1.1	GO:0003676; GO:0004519
117	Solyc00g026905.1.1	GO:0006508; GO:0008234
118	Solyc00g027670.2.1	GO:0005515
119	Solyc00g027770.3.1	GO:0005618; GO:0030599; GO:0042545
120	Solyc00g027990.1.1	GO:0016020; GO:0016760; GO:0030244
121	Solyc00g028540.2.1	GO:0003824; GO:0008152
122	Solyc00g028550.2.1	GO:0003700; GO:0006355
123	Solyc00g028560.1.1	GO:0030288
124	Solyc00g028960.1.1	GO:0009055; GO:0015035; GO:0045454
125	Solyc00g029080.1.1	GO:0017108; GO:0033567; GO:0043142
126	Solyc00g029190.3.1	GO:0008168
127	Solyc00g030000.1.1	GO:0016020; GO:0016760; GO:0030244
128	Solyc00g030105.1.1	GO:0015288; GO:0016020
129	Solyc00g030210.2.1	GO:0005524; GO:0009058; GO:0008168; GO:0008658
130	Solyc00g030510.3.1	GO:0004650; GO:0005975
131	Solyc00g031030.1.1	GO:0016491; GO:0055114
132	Solyc00g031040.1.1	GO:0000034; GO:0006146; GO:0019239
133	Solyc00g031050.1.1	GO:0005215; GO:0016021; GO:0055085; GO:0016021; GO:0022857; GO:0055085
134	Solyc00g031360.2.1	GO:0008721; GO:0030170; GO:0046416
135	Solyc00g031370.2.1	GO:0003700; GO:0006355; GO:0006355
136	Solyc00g031383.1.1	GO:0030288
137	Solyc00g031730.1.1	GO:0016021
138	Solyc00g032030.2.1	GO:0004842; GO:0008270; GO:0016567; GO:0005515; GO:0005634; GO:0006511; GO:0007275; GO:0008270
139	Solyc00g032940.1.1	GO:0006508; GO:0008234
140	Solyc00g032947.1.1	GO:0008168
141	Solyc00g033990.2.1	GO:0008080
142	Solyc00g034000.2.1	GO:0016021; GO:0055085
143	Solyc00g034810.2.1	GO:0005509
144	Solyc00g036320.2.1	GO:0003677
145	Solyc00g036760.2.1	GO:0004252; GO:0006508
146	Solyc00g036968.1.1	GO:0005622; GO:0008270
147	Solyc00g039290.2.1	GO:0005622; GO:0008270
148	Solyc00g040290.2.1	GO:0016747
149	Solyc00g040390.2.1	GO:0016747
150	Solyc00g041090.2.1	GO:0006508; GO:0008233
151	Solyc00g041190.1.1	GO:0006633
152	Solyc00g041220.2.1	GO:0003677; GO:0005524; GO:0006281; GO:0006289; GO:0009381; GO:0009432; GO:0003677; GO:0005524; GO:0016787
153	Solyc00g042120.2.1	GO:0004871; GO:0007165; GO:0016021
154	Solyc00g042130.2.1	GO:0005524; GO:0015986; GO:0015986; GO:0045261; GO:0046933; GO:0015992; GO:0046034; GO:0032559
155	Solyc00g042140.1.1	GO:0005524; GO:0015986; GO:0045261; GO:0046933; GO:0015992; GO:0046034
156	Solyc00g042640.1.1	GO:0000723; GO:0003678; GO:0006281
157	Solyc00g042840.1.1	GO:0005515
158	Solyc00g042854.1.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
159	Solyc00g044750.2.1	GO:0000166
160	Solyc00g047200.1.1	GO:0009055; GO:0016020; GO:0016491
161	Solyc00g049210.1.1	GO:0015232; GO:0015886; GO:0016020; GO:0017004; GO:0017004; GO:0020037
162	Solyc00g049920.2.1	GO:0016491
163	Solyc00g050030.2.1	GO:0004764; GO:0019632; GO:0050661; GO:0055114; GO:0004764; GO:0055114
164	Solyc00g050130.1.1	GO:0008152; GO:0016758
165	Solyc00g050430.3.1	GO:0046983
166	Solyc00g052545.1.1	GO:0007017; GO:0030286
167	Solyc00g052940.3.1	GO:0016020; GO:0016021; GO:0016021; GO:0022857
168	Solyc00g055950.1.1	GO:0000156; GO:0000160; GO:0003677; GO:0006817; GO:0000160; GO:0000160; GO:0003677; GO:0006355
169	Solyc00g055960.1.1	GO:0000155; GO:0000160; GO:0004673; GO:0016021; GO:0000155; GO:0007165; GO:0004673; GO:0006355; GO:0016310; GO:0016772
170	Solyc00g055985.1.1	GO:0003824; GO:0016614; GO:0050660; GO:0055114; GO:0050660
171	Solyc00g056680.1.1	GO:0006629
172	Solyc00g057280.1.1	GO:0003677
173	Solyc00g058480.2.1	GO:0006355
174	Solyc00g058900.2.1	GO:0016788
175	Solyc00g059100.3.1	GO:0005515
176	Solyc00g060700.2.1	GO:0009294
177	Solyc00g060810.3.1	GO:0006952; GO:0009607
178	Solyc00g065630.2.1	GO:0000398; GO:0005681
179	Solyc00g065930.1.1	GO:0008239; GO:0070009
180	Solyc00g066150.2.1	GO:0008658
181	Solyc00g068985.1.1	GO:0046872
182	Solyc00g071180.3.1	GO:0004869
183	Solyc00g072400.3.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114; GO:0004601; GO:0042744; GO:0004601; GO:0055114
184	Solyc00g074210.2.1	GO:0005744; GO:0030150
185	Solyc00g074810.1.1	GO:0009294
186	Solyc00g074830.2.1	GO:0016226
187	Solyc00g075030.3.1	GO:0003676; GO:0008270
188	Solyc00g075035.1.1	GO:0005199; GO:0009664
189	Solyc00g082150.3.1	GO:0005515
190	Solyc00g085070.3.1	GO:0004506; GO:0016021; GO:0050660; GO:0055114; GO:0016491; GO:0055114
191	Solyc00g088080.1.1	GO:0003999; GO:0005737; GO:0006168; GO:0009116
192	Solyc00g088190.1.1	GO:0003824; GO:0005524; GO:0005524; GO:0005524; GO:0046872
193	Solyc00g088210.2.1	GO:0016021; GO:0022857; GO:0055085
194	Solyc00g090110.1.1	GO:0008759; GO:0009245
195	Solyc00g090130.2.1	GO:0005524; GO:0006605; GO:0006886; GO:0005524; GO:0016020; GO:0017038
196	Solyc00g090870.3.1	GO:0005515; GO:0009744; GO:0043562
197	Solyc00g091170.3.1	GO:0005525
198	Solyc00g093100.2.1	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
199	Solyc00g094020.2.1	GO:0003677
200	Solyc00g094530.1.1	GO:0016020; GO:0055114
201	Solyc00g095450.1.1	GO:0005515
202	Solyc00g095465.1.1	GO:0003824; GO:0003824; GO:0009058; GO:0030170; GO:0009058; GO:0030170
203	Solyc00g095860.1.1	GO:0003824; GO:0003824; GO:0009058; GO:0030170; GO:0009058; GO:0030170
204	Solyc00g096060.2.1	GO:0016787
205	Solyc00g098560.3.1	GO:0016788
206	Solyc00g099580.2.1	GO:0003677
207	Solyc00g101700.1.1	GO:0004672; GO:0005524; GO:0006468; GO:0005524
208	Solyc00g102400.3.1	GO:0043531
209	Solyc00g104200.2.1	GO:0003677
210	Solyc00g104337.1.1	GO:0003677; GO:0003677; GO:0006310; GO:0015074
211	Solyc00g104630.2.1	GO:0005975; GO:0016773
212	Solyc00g104730.2.1	GO:0004650; GO:0005975
213	Solyc00g107050.1.1	GO:0003700; GO:0006355; GO:0016602; GO:0046982
214	Solyc00g110070.2.1	GO:0003676; GO:0046872
215	Solyc00g110370.1.1	GO:0003677
216	Solyc00g110870.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0005515; GO:0005524
217	Solyc00g111170.2.1	GO:0006614; GO:0008312; GO:0048500
218	Solyc00g112490.2.1	GO:0005509; GO:0016020
219	Solyc00g112500.2.1	GO:0019867
220	Solyc00g112600.1.1	GO:0005215; GO:0016021; GO:0055085; GO:0016021; GO:0022857; GO:0055085
221	Solyc00g112810.2.1	GO:0004427; GO:0009678; GO:0015992; GO:0016020
222	Solyc00g117655.1.1	GO:0016020; GO:0055114
223	Solyc00g118690.1.1	GO:0016020; GO:0055114
224	Solyc00g120930.2.1	GO:0005509
225	Solyc00g121235.1.1	GO:0019825; GO:0019825; GO:0020037
226	Solyc00g122530.1.1	GO:0016021; GO:0055085
227	Solyc00g124840.2.1	GO:0019028
228	Solyc00g124850.1.1	GO:0019069
229	Solyc00g125275.1.1	GO:0006508; GO:0008234
230	Solyc00g126430.1.1	GO:0003824; GO:0009116; GO:0016763; GO:0017061
231	Solyc00g127550.1.1	GO:0006260; GO:0055114
232	Solyc00g127560.2.1	GO:0004748; GO:0005524; GO:0006260; GO:0055114; GO:0006260; GO:0055114; GO:0055114
233	Solyc00g128870.3.1	GO:0016787
234	Solyc00g128875.1.1	GO:0004872; GO:0005506; GO:0009279; GO:0015891; GO:0016021; GO:0004872; GO:0006810; GO:0016020
235	Solyc00g129685.1.1	GO:0030288
236	Solyc00g130190.1.1	GO:0004514; GO:0009435
237	Solyc00g130290.1.1	GO:0005215; GO:0006810; GO:0016020
238	Solyc00g130810.1.1	GO:0051082
239	Solyc00g134620.2.1	GO:0016747
240	Solyc00g134820.1.1	GO:0004190; GO:0016020
241	Solyc00g134830.1.1	GO:0004140; GO:0005524; GO:0015937
242	Solyc00g134840.1.1	GO:0055085
243	Solyc00g135040.2.1	GO:0003700; GO:0006355
244	Solyc00g135050.2.1	GO:0003700; GO:0006355
245	Solyc00g135060.1.1	GO:0008270; GO:0008270; GO:0016491; GO:0016491; GO:0055114
246	Solyc00g135260.2.1	GO:0016747
247	Solyc00g136260.1.1	GO:0005515; GO:0008270
248	Solyc00g136560.3.1	GO:0016765
249	Solyc00g136565.1.1	GO:0016491; GO:0055114
250	Solyc00g140060.3.1	GO:0004252; GO:0006508
251	Solyc00g141560.2.1	GO:0003735; GO:0005840; GO:0006412
252	Solyc00g145170.2.1	GO:0004867
253	Solyc00g147570.3.1	GO:0003779; GO:0051015; GO:0051017
254	Solyc00g153680.1.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468
255	Solyc00g154480.2.1	GO:0000287; GO:0010333; GO:0016829
256	Solyc00g154980.1.1	GO:0003700; GO:0005634
257	Solyc00g156980.3.1	GO:0016491; GO:0055114; GO:0016614; GO:0050660; GO:0055114
258	Solyc00g157087.1.1	GO:0004867
259	Solyc00g164680.2.1	GO:0016020
260	Solyc00g167290.1.1	GO:0003676
261	Solyc00g170510.2.1	GO:0005618; GO:0030599; GO:0042545
262	Solyc00g171710.2.1	GO:0005515
263	Solyc00g171810.3.1	GO:0015078; GO:0015986; GO:0045263
264	Solyc00g174340.2.1	GO:0005576
265	Solyc00g178340.2.1	GO:0003824; GO:0008152
266	Solyc00g179240.2.1	GO:0000165; GO:0000977; GO:0045944; GO:0003677; GO:0046983
267	Solyc00g180440.2.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0019843
268	Solyc00g185750.1.1	GO:0004725; GO:0016311; GO:0016791; GO:0006470; GO:0008138; GO:0016311; GO:0016791
269	Solyc00g187050.3.1	GO:0004177; GO:0005622; GO:0006508; GO:0004177; GO:0005737; GO:0008235; GO:0019538; GO:0030145
270	Solyc00g188857.1.1	GO:0003677; GO:0005634; GO:0006355; GO:0009725
271	Solyc00g198360.1.1	GO:0046872
272	Solyc00g201160.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0004674
273	Solyc00g202560.2.1	GO:0004553; GO:0005975; GO:0005975
274	Solyc00g203660.2.1	GO:0000287
275	Solyc00g207960.1.1	GO:0003677
276	Solyc00g212260.2.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
277	Solyc00g217960.1.1	GO:0005515; GO:0008270
278	Solyc00g226760.1.1	GO:0008146
279	Solyc00g227860.1.1	GO:0008152; GO:0016758
280	Solyc00g227960.1.1	GO:0008146
281	Solyc00g230060.2.1	GO:0003676
282	Solyc00g230070.1.1	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
283	Solyc00g230080.1.1	GO:0009772; GO:0019684; GO:0045156
284	Solyc00g231680.2.1	GO:0004553; GO:0005975; GO:0005975
285	Solyc00g231780.2.1	GO:0008137; GO:0055114
286	Solyc00g233480.1.1	GO:0005524; GO:0016887
287	Solyc00g244305.1.1	GO:0005515
288	Solyc00g245200.2.1	GO:0009522; GO:0009579; GO:0015979; GO:0016021; GO:0009522; GO:0015979; GO:0016021; GO:0046872
289	Solyc00g247300.3.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114; GO:0016705; GO:0055114
290	Solyc00g254910.1.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
291	Solyc00g255510.1.1	GO:0003677; GO:0006355
292	Solyc00g257110.3.1	GO:0016021
293	Solyc00g265110.3.1	GO:0003723
294	Solyc00g266110.1.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
295	Solyc00g269810.2.1	GO:0005515
296	Solyc00g270510.1.1	GO:0046982
297	Solyc00g272810.1.1	GO:0008080
298	Solyc00g277510.2.1	GO:0009772; GO:0019684; GO:0045156
299	Solyc00g282510.2.1	GO:0003824; GO:0005737; GO:0006559; GO:0016841; GO:0016841
300	Solyc00g283010.2.1	GO:0005524; GO:0006810; GO:0016021; GO:0042626; GO:0055085; GO:0005524; GO:0016887
301	Solyc00g286020.1.1	GO:0003677
302	Solyc00g289230.2.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0048544
303	Solyc00g294230.2.1	GO:0005515; GO:0007165
304	Solyc00g300730.2.1	GO:0005515; GO:0008270; GO:0005634; GO:0006511; GO:0007275
305	Solyc00g304030.2.1	GO:0005524; GO:0016887; GO:0016820
306	Solyc00g306830.1.1	GO:0016491; GO:0055114; GO:0016614; GO:0050660; GO:0055114
307	Solyc00g318130.2.1	GO:0006355
308	Solyc00g322630.1.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
309	Solyc00g322635.1.1	GO:0006952; GO:0009607
310	Solyc01g005000.3.1	GO:0003824; GO:0004351; GO:0006536; GO:0030170; GO:0016831; GO:0019752; GO:0030170
311	Solyc01g005020.3.1	GO:0006812; GO:0015299; GO:0016021; GO:0006812; GO:0015299; GO:0016021; GO:0055085
312	Solyc01g005030.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0005524; GO:0016021
313	Solyc01g005060.3.1	GO:0003676; GO:0046872
314	Solyc01g005070.3.1	GO:0005543; GO:0005545; GO:0030136; GO:0030276; GO:0048268
315	Solyc01g005080.3.1	GO:0000226; GO:0000910; GO:0008017
316	Solyc01g005090.3.1	GO:0046856
317	Solyc01g005120.3.1	GO:0004553; GO:0005975; GO:0005618; GO:0006073; GO:0016762; GO:0048046; GO:0010411; GO:0016762; GO:0042546
318	Solyc01g005130.2.1	GO:0046872
319	Solyc01g005160.3.1	GO:0004842; GO:0016567; GO:0005488
320	Solyc01g005170.2.1	GO:0005543; GO:0005545; GO:0030136; GO:0030276; GO:0048268
321	Solyc01g005190.1.1	GO:0003676; GO:0046872
322	Solyc01g005200.1.1	GO:0003676; GO:0046872
323	Solyc01g005210.3.1	GO:0003824; GO:0005992
324	Solyc01g005230.3.1	GO:0008168
325	Solyc01g005240.3.1	GO:0004072; GO:0008652; GO:0008152; GO:0016597
326	Solyc01g005250.3.1	GO:0003942; GO:0005737; GO:0008652; GO:0016620; GO:0046983; GO:0055114; GO:0004073; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0050661; GO:0055114; GO:0016620; GO:0051287; GO:0055114
327	Solyc01g005300.3.1	GO:0005515
328	Solyc01g005310.3.1	GO:0003924; GO:0005525; GO:0005525
329	Solyc01g005320.2.1	GO:0005737; GO:0006629; GO:0016021; GO:0016627
330	Solyc01g005330.3.1	GO:0007010; GO:0008017
331	Solyc01g005340.3.1	GO:0005515
332	Solyc01g005350.3.1	GO:0008168
333	Solyc01g005360.3.1	GO:0008168
334	Solyc01g005370.3.1	GO:0005509
335	Solyc01g005385.1.1	GO:0005515
336	Solyc01g005390.3.1	GO:0016787
337	Solyc01g005420.2.1	GO:0005515
338	Solyc01g005430.3.1	GO:0005515
339	Solyc01g005450.3.1	GO:0005515
340	Solyc01g005460.3.1	GO:0007017; GO:0030286
341	Solyc01g005490.3.1	GO:0008152; GO:0016787; GO:0016787
342	Solyc01g005510.3.1	GO:0005507; GO:0005507; GO:0016491; GO:0055114; GO:0055114
343	Solyc01g005520.3.1	GO:0005515
344	Solyc01g005540.3.1	GO:0000166; GO:0004812; GO:0005524; GO:0006418; GO:0000166; GO:0004824; GO:0005524; GO:0005737; GO:0006430; GO:0003676; GO:0004824; GO:0005524; GO:0006430
345	Solyc01g005560.3.1	GO:0000287; GO:0016616; GO:0051287; GO:0055114; GO:0004450; GO:0006102; GO:0055114; GO:0016616; GO:0055114
346	Solyc01g005600.3.1	GO:0045454
347	Solyc01g005610.3.1	GO:0016788
348	Solyc01g005630.2.1	GO:0003677; GO:0003700; GO:0006355
349	Solyc01g005650.2.1	GO:0004842; GO:0016567; GO:0008270
350	Solyc01g005660.2.1	GO:0003677
351	Solyc01g005700.3.1	GO:0008270
352	Solyc01g005715.1.1	GO:0005515
353	Solyc01g005720.3.1	GO:0005515
354	Solyc01g005730.3.1	GO:0005515
355	Solyc01g005750.1.1	GO:0016702; GO:0046872; GO:0055114
356	Solyc01g005755.1.1	GO:0005515
357	Solyc01g005760.3.1	GO:0005515
358	Solyc01g005775.1.1	GO:0005515
359	Solyc01g005790.1.1	GO:0005515
360	Solyc01g005830.3.1	GO:0004553; GO:0005975; GO:0005975
361	Solyc01g005870.2.1	GO:0005515
362	Solyc01g005895.1.1	GO:0016747
363	Solyc01g005900.2.1	GO:0016747
364	Solyc01g005920.2.1	GO:0003333; GO:0015171; GO:0016020
365	Solyc01g005930.3.1	GO:0005515
366	Solyc01g005940.3.1	GO:0004310; GO:0006696; GO:0051996; GO:0009058; GO:0016740; GO:0016765
367	Solyc01g005950.3.1	GO:0016787
368	Solyc01g005960.3.1	GO:0003676; GO:0005524
369	Solyc01g005970.3.1	GO:0005515
370	Solyc01g006000.3.1	GO:0004584; GO:0006506
371	Solyc01g006010.3.1	GO:0003723
372	Solyc01g006100.3.1	GO:0003682; GO:0008168
373	Solyc01g006110.3.1	GO:0009966
374	Solyc01g006120.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0005524
375	Solyc01g006130.3.1	GO:0031072; GO:0051082
376	Solyc01g006150.3.1	GO:0006812; GO:0008324; GO:0016021; GO:0055085
377	Solyc01g006160.3.1	GO:0003735; GO:0005622; GO:0005840; GO:0006414
378	Solyc01g006180.3.1	GO:0005525
379	Solyc01g006190.3.1	GO:0004842; GO:0008270; GO:0016567; GO:0005515; GO:0005515; GO:0008270; GO:0005634; GO:0006511; GO:0007275; GO:0008270
380	Solyc01g006210.3.1	GO:0006281; GO:0030915
381	Solyc01g006220.2.1	GO:0005515; GO:0005634; GO:0018024
382	Solyc01g006250.2.1	GO:0005515
383	Solyc01g006260.3.1	GO:0004540; GO:0008033
384	Solyc01g006280.3.1	GO:0004329; GO:0005524; GO:0009396
385	Solyc01g006290.3.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114; GO:0004601; GO:0042744; GO:0004601; GO:0055114
386	Solyc01g006300.3.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114; GO:0004601; GO:0042744; GO:0004601; GO:0055114
387	Solyc01g006310.3.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114; GO:0004601; GO:0042744; GO:0004601; GO:0055114
388	Solyc01g006340.3.1	GO:0003676; GO:0005524
389	Solyc01g006350.3.1	GO:0000148; GO:0003843; GO:0006075; GO:0016020
390	Solyc01g006370.3.1	GO:0000148; GO:0003843; GO:0006075; GO:0016020
391	Solyc01g006430.3.1	GO:0006629; GO:0016717; GO:0055114
392	Solyc01g006440.2.1	GO:0005215; GO:0006810; GO:0016020
393	Solyc01g006460.2.1	GO:0005634; GO:0006281; GO:0030915
394	Solyc01g006470.1.1	GO:0005515
395	Solyc01g006500.3.1	GO:0005515
396	Solyc01g006510.3.1	GO:0008270; GO:0016491; GO:0055114; GO:0016491; GO:0055114
397	Solyc01g006520.3.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0004674; GO:0005524; GO:0048544
398	Solyc01g006530.1.1	GO:0004672; GO:0005524; GO:0006468; GO:0004672; GO:0006468; GO:0004674
399	Solyc01g006540.3.1	GO:0005515; GO:0016491; GO:0055114; GO:0016702; GO:0046872; GO:0055114
400	Solyc01g006545.1.1	GO:0005515
401	Solyc01g006550.3.1	GO:0005515
402	Solyc01g006560.3.1	GO:0016491; GO:0055114; GO:0016702; GO:0046872; GO:0055114
403	Solyc01g006565.1.1	GO:0005515; GO:0016702; GO:0046872; GO:0055114
